dataset_name,title,department,categories,resource_name,resource_url,resource_format,date_modified
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2021,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2021_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2020,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2020_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2019,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2019_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2018,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2018_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2017,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2017_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2016,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2016_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2015,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2015_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service Dictionary,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_dictionary_datasd.csv,csv,2025-02-27
police-collisions-details,Traffic collisions - people and vehicles involved,Police,Public Safety,Traffic collisions details (2015 through year-to-date),https://seshat.datasd.org/traffic_collision_details/pd_collisions_details_datasd.csv,csv,2026-03-06
police-collisions-details,Traffic collisions - people and vehicles involved,Police,Public Safety,Traffic collisions details dictionary,https://seshat.datasd.org/traffic_collision_details/pd_collisions_details_dictionary_datasd.csv,csv,2026-03-06
police-collisions-details,Traffic collisions - people and vehicles involved,Police,Public Safety,person_veh_type dictionary,https://seshat.datasd.org/traffic_collision_details/person_veh_type_dictionary_datasd.csv,csv,2026-03-06
police-collisions,Traffic collisions - basic reports,Police,Public Safety,Traffic collisions (2015 through year-to-date),https://seshat.datasd.org/traffic_collisions/pd_collisions_datasd.csv,csv,2026-03-06
police-collisions,Traffic collisions - basic reports,Police,Public Safety,Traffic collisions dictionary,https://seshat.datasd.org/traffic_collisions/pd_collisions_dictionary_datasd.csv,csv,2026-03-06
police-hate-crimes,Hate Crimes,Police,Public Safety,Hate crimes 2016 through year-to-date,https://seshat.datasd.org/hate_crimes/hate_crimes_datasd.csv,csv,2025-08-12
police-hate-crimes,Hate Crimes,Police,Public Safety,Hate crimes dictionary,https://seshat.datasd.org/hate_crimes/hate_crimes_dictionary_datasd.csv,csv,2025-08-12
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2026,https://seshat.datasd.org/police_nibrs/pd_nibrs_2026_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2025,https://seshat.datasd.org/police_nibrs/pd_nibrs_2025_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2024,https://seshat.datasd.org/police_nibrs/pd_nibrs_2024_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2023,https://seshat.datasd.org/police_nibrs/pd_nibrs_2023_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2022,https://seshat.datasd.org/police_nibrs/pd_nibrs_2022_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2021,https://seshat.datasd.org/police_nibrs/pd_nibrs_2021_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Police NIBRS Crime Offenses - 2020,https://seshat.datasd.org/police_nibrs/pd_nibrs_2020_datasd.csv,csv,2026-03-07
police-nibrs,Police NIBRS Crime Offenses,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_nibrs/pd_nibrs_dictionary.csv,csv,2026-03-07
police-ripa-actions-taken,RIPA police stop data - actions taken,Police,Public Safety,(Deprecated) Actions taken,https://seshat.datasd.org/police_ripa_actions_taken/ripa_actions_taken_datasd.csv,csv,2025-4-24
police-ripa-actions-taken,RIPA police stop data - actions taken,Police,Public Safety,Actions taken - Historic,https://seshat.datasd.org/police_ripa_actions_taken/ripa_actions_taken_historic.csv,csv,2025-4-24
police-ripa-actions-taken,RIPA police stop data - actions taken,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_actions_taken/ripa_actions_taken_dictionary_datasd.csv,csv,2025-4-24
police-ripa-contraband-evid,RIPA police stop data - contraband and/or evidence found,Police,Public Safety,Contraband and/or evidence found,https://seshat.datasd.org/police_ripa_contraband_evid/ripa_contraband_evid_datasd.csv,csv,2026-03-07
police-ripa-contraband-evid,RIPA police stop data - contraband and/or evidence found,Police,Public Safety,Contraband and/or evidence found - Historic,https://seshat.datasd.org/police_ripa_contraband_evid/ripa_contraband_evid_historic.csv,csv,2026-03-07
police-ripa-contraband-evid,RIPA police stop data - contraband and/or evidence found,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_contraband_evid/ripa_contraband_evid_dictionary_datasd.csv,csv,2026-03-07
police-ripa-disability,RIPA police stop data - disability of persons stopped,Police,Public Safety,Disability of persons,https://seshat.datasd.org/police_ripa_disability/ripa_disability_datasd.csv,csv,2026-03-07
police-ripa-disability,RIPA police stop data - disability of persons stopped,Police,Public Safety,Disability of persons - Historic,https://seshat.datasd.org/police_ripa_disability/ripa_disability_historic.csv,csv,2026-03-07
police-ripa-disability,RIPA police stop data - disability of persons stopped,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_disability/ripa_disability_dictionary_datasd.csv,csv,2026-03-07
police-ripa-force-actions,RIPA police force actions data,Police,Public Safety,Force Actions,https://seshat.datasd.org/police_ripa_force_actions/ripa_force_actions_datasd.csv,csv,2026-03-06
police-ripa-force-actions,RIPA police force actions data,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_force_actions/ripa_force_actions_dictionary_datasd.csv,csv,2026-03-06
police-ripa-gender,RIPA police stop data - gender of persons stopped,Police,Public Safety,(Deprecated) Gender of persons,https://seshat.datasd.org/police_ripa_gender/ripa_gender_datasd.csv,csv,2025-2-12
police-ripa-gender,RIPA police stop data - gender of persons stopped,Police,Public Safety,Gender of persons - Historic,https://seshat.datasd.org/police_ripa_gender/ripa_gender_historic.csv,csv,2025-2-12
police-ripa-gender,RIPA police stop data - gender of persons stopped,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_gender/ripa_gender_dictionary_datasd.csv,csv,2025-2-12
police-ripa-nonforce-actions,RIPA police non-force actions data,Police,Public Safety,Non-Force Actions,https://seshat.datasd.org/police_ripa_nonforce_actions/ripa_nonforce_actions_datasd.csv,csv,2026-03-06
police-ripa-nonforce-actions,RIPA police non-force actions data,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_nonforce_actions/ripa_nonforce_actions_dictionary_datasd.csv,csv,2026-03-06
police-ripa-prop-seize-basis,RIPA police stop data - basis for property seizure,Police,Public Safety,Basis for property seizure,https://seshat.datasd.org/police_ripa_prop_seize_basis/ripa_prop_seize_basis_datasd.csv,csv,2026-03-07
police-ripa-prop-seize-basis,RIPA police stop data - basis for property seizure,Police,Public Safety,Basis for property seizure - Historic,https://seshat.datasd.org/police_ripa_prop_seize_basis/ripa_prop_seize_basis_historic.csv,csv,2026-03-07
police-ripa-prop-seize-basis,RIPA police stop data - basis for property seizure,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_prop_seize_basis/ripa_prop_seize_basis_dictionary_datasd.csv,csv,2026-03-07
police-ripa-prop-seize-type,RIPA police stop data - property seized,Police,Public Safety,Property seized,https://seshat.datasd.org/police_ripa_prop_seize_type/ripa_prop_seize_type_datasd.csv,csv,2026-03-07
police-ripa-prop-seize-type,RIPA police stop data - property seized,Police,Public Safety,Property seized - Historic,https://seshat.datasd.org/police_ripa_prop_seize_type/ripa_prop_seize_type_historic.csv,csv,2026-03-07
police-ripa-prop-seize-type,RIPA police stop data - property seized,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_prop_seize_type/ripa_prop_seize_type_dictionary_datasd.csv,csv,2026-03-07
police-ripa-race,RIPA police stop data - race of persons stopped,Police,Public Safety,Race of persons,https://seshat.datasd.org/police_ripa_race/ripa_race_datasd.csv,csv,2026-03-07
police-ripa-race,RIPA police stop data - race of persons stopped,Police,Public Safety,Race of persons - Historic,https://seshat.datasd.org/police_ripa_race/ripa_race_historic.csv,csv,2026-03-07
police-ripa-race,RIPA police stop data - race of persons stopped,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_race/ripa_race_dictionary_datasd.csv,csv,2026-03-07
police-ripa-search-basis,RIPA police stop data - basis for searches conducted,Police,Public Safety,Basis for searches conducted,https://seshat.datasd.org/police_ripa_search_basis/ripa_search_basis_datasd.csv,csv,2026-03-07
police-ripa-search-basis,RIPA police stop data - basis for searches conducted,Police,Public Safety,Basis for searches conducted - Historic,https://seshat.datasd.org/police_ripa_search_basis/ripa_search_basis_historic.csv,csv,2026-03-07
police-ripa-search-basis,RIPA police stop data - basis for searches conducted,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_search_basis/ripa_search_basis_dictionary_datasd.csv,csv,2026-03-07
police-ripa-stop-reason,RIPA police stop data - reason for stop,Police,Public Safety,Reason for stop,https://seshat.datasd.org/police_ripa_stop_reason/ripa_stop_reason_datasd.csv,csv,2026-03-07
police-ripa-stop-reason,RIPA police stop data - reason for stop,Police,Public Safety,Reason for stop - Historic,https://seshat.datasd.org/police_ripa_stop_reason/ripa_stop_reason_historic.csv,csv,2026-03-07
police-ripa-stop-reason,RIPA police stop data - reason for stop,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_stop_reason/ripa_stop_reason_dictionary_datasd.csv,csv,2026-03-07
police-ripa-stop-result,RIPA police stop data - result of stop,Police,Public Safety,Result of stop,https://seshat.datasd.org/police_ripa_stop_result/ripa_stop_result_datasd.csv,csv,2026-03-07
police-ripa-stop-result,RIPA police stop data - result of stop,Police,Public Safety,Result of stop - Historic,https://seshat.datasd.org/police_ripa_stop_result/ripa_stop_result_historic.csv,csv,2026-03-07
police-ripa-stop-result,RIPA police stop data - result of stop,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_stop_result/ripa_stop_result_dictionary_datasd.csv,csv,2026-03-07
police-ripa-stops,RIPA police stop data - basic details,Police,Public Safety,Stop details,https://seshat.datasd.org/police_ripa_stops/ripa_stops_datasd.csv,csv,2026-03-06
police-ripa-stops,RIPA police stop data - basic details,Police,Public Safety,Stop details - Historic,https://seshat.datasd.org/police_ripa_stops/ripa_stops_historic.csv,csv,2026-03-06
police-ripa-stops,RIPA police stop data - basic details,Police,Public Safety,Dictionary,https://seshat.datasd.org/police_ripa_stops/ripa_stops_dictionary_datasd.csv,csv,2026-03-06
police-vehicle-stops-search-details,Police Vehicle Stops Search Details,Police,Public Safety,Vehicle Stops Search Details (2017 - June 2018),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2017_datasd.csv,csv,2019-04-16
police-vehicle-stops-search-details,Police Vehicle Stops Search Details,Police,Public Safety,Vehicle Stops Search Details (2016),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2016_datasd.csv,csv,2019-04-16
police-vehicle-stops-search-details,Police Vehicle Stops Search Details,Police,Public Safety,Vehicle Stops Search Details (2015),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2015_datasd.csv,csv,2019-04-16
police-vehicle-stops-search-details,Police Vehicle Stops Search Details,Police,Public Safety,Vehicle Stops Search Details (2014),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2014_datasd.csv,csv,2019-04-16
police-vehicle-stops-search-details,Police Vehicle Stops Search Details,Police,Public Safety,Vehicle Stops Search Details Dictionary,https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_dictionary.csv,csv,2019-04-16
police-vehicle-stops-search-details,Police Vehicle Stops Search Details,Police,Public Safety,Vehicle Stops Search Details Description List,https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_description_list.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,"Vehicle Stops (Oct 2017 - June 2018, new format)",https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_final_datasd.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,"Vehicle Stops (2017 - June 2018, old format)",https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2017_datasd.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,Vehicle Stops (2016),https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2016_datasd.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,Vehicle Stops (2015),https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2015_datasd.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,Vehicle Stops (2014),https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2014_datasd.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,Vehicle Stops Dictionary,https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_dictionary.csv,csv,2019-04-16
police-vehicle-stops,Police Vehicle Stops,Police,Public Safety,Vehicle Stops Race Codes,https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_race_codes.csv,csv,2019-04-16
promise-zone,Promise Zone boundary,Economic Development,GIS;Economy & Community,Promise Zone boundary,https://seshat.datasd.org/gis_promise_zone/promise_zone_datasd.zip,shp,2026-03-03
promise-zone,Promise Zone boundary,Economic Development,GIS;Economy & Community,Promise Zone boundary,https://seshat.datasd.org/gis_promise_zone/promise_zone_datasd.topo.json,topojson,2026-03-03
promise-zone,Promise Zone boundary,Economic Development,GIS;Economy & Community,Promise Zone boundary,https://seshat.datasd.org/gis_promise_zone/promise_zone_datasd.geojson,geojson,2026-03-03
promise-zone,Promise Zone boundary,Economic Development,GIS;Economy & Community,Promise Zone boundary attribute table,https://seshat.datasd.org/gis_promise_zone/promise_zone_datasd.csv,csv,2026-03-03
public-art,Locations of artwork in the Civic Art Collection,Arts and Culture,Culture & Recreation,Locations of artwork,https://seshat.datasd.org/civic_art_collection/public_art_locations_datasd.csv,csv,2026-03-07
public-art,Locations of artwork in the Civic Art Collection,Arts and Culture,Culture & Recreation,Locations of artwork data dictionary,https://seshat.datasd.org/civic_art_collection/public_art_locations_dictionary_datasd.csv,csv,2026-03-07
recreation-center-locations,Recreation Center Locations,Park & Recreation,GIS;Culture & Recreation,Recreation center points,https://seshat.datasd.org/gis_recreation_center/rec_centers_datasd.zip,shp,2026-03-03
recreation-center-locations,Recreation Center Locations,Park & Recreation,GIS;Culture & Recreation,Recreation center points,https://seshat.datasd.org/gis_recreation_center/rec_centers_datasd.topo.json,topojson,2026-03-03
recreation-center-locations,Recreation Center Locations,Park & Recreation,GIS;Culture & Recreation,Recreation center points,https://seshat.datasd.org/gis_recreation_center/rec_centers_datasd.geojson,geojson,2026-03-03
recreation-center-locations,Recreation Center Locations,Park & Recreation,GIS;Culture & Recreation,Recreation center points attribute table,https://seshat.datasd.org/gis_recreation_center/rec_centers_datasd.csv,csv,2026-03-03
revolving-loan-fund-coverage,Revolving Loan Fund Coverage,Economic Development,GIS;Economy & Community,Revolving Loan Fund coverage boundaries,https://seshat.datasd.org/gis_revolving_loan_fund_coverage/rev_loan_datasd.zip,shp,2026-03-03
revolving-loan-fund-coverage,Revolving Loan Fund Coverage,Economic Development,GIS;Economy & Community,Revolving Loan Fund coverage boundaries,https://seshat.datasd.org/gis_revolving_loan_fund_coverage/rev_loan_datasd.topo.json,topojson,2026-03-03
revolving-loan-fund-coverage,Revolving Loan Fund Coverage,Economic Development,GIS;Economy & Community,Revolving Loan Fund coverage boundaries,https://seshat.datasd.org/gis_revolving_loan_fund_coverage/rev_loan_datasd.geojson,geojson,2026-03-03
revolving-loan-fund-coverage,Revolving Loan Fund Coverage,Economic Development,GIS;Economy & Community,Revolving Loan Fund coverage boundaries attribute table,https://seshat.datasd.org/gis_revolving_loan_fund_coverage/rev_loan_datasd.csv,csv,2026-03-03
right-of-way,Right-of-way parcels,SanGIS,GIS;City Infrastructure,Right-of-way parcels,https://seshat.datasd.org/gis_row/right_of_way_datasd.zip,shp,2026-03-03
right-of-way,Right-of-way parcels,SanGIS,GIS;City Infrastructure,Right-of-way parcels,https://seshat.datasd.org/gis_row/right_of_way_datasd.topo.json,topojson,2026-03-03
right-of-way,Right-of-way parcels,SanGIS,GIS;City Infrastructure,Right-of-way parcels,https://seshat.datasd.org/gis_row/right_of_way_datasd.geojson,geojson,2026-03-03
right-of-way,Right-of-way parcels,SanGIS,GIS;City Infrastructure,Right-of-way parcels attribute table,https://seshat.datasd.org/gis_row/right_of_way_datasd.csv,csv,2026-03-03
right-of-way,Right-of-way parcels,SanGIS,GIS;City Infrastructure,Right-of-way parcels dictionary,https://seshat.datasd.org/gis_row/right_of_way_dictionary_datasd.csv,csv,2026-03-03
roads-lines,Roads Lines,SanGIS,GIS;Transportation,Roads lines,https://seshat.datasd.org/gis_roads_all/roads_datasd.zip,shp,2026-03-03
roads-lines,Roads Lines,SanGIS,GIS;Transportation,Roads lines,https://seshat.datasd.org/gis_roads_all/roads_datasd.topo.json,topojson,2026-03-03
roads-lines,Roads Lines,SanGIS,GIS;Transportation,Roads lines,https://seshat.datasd.org/gis_roads_all/roads_datasd.geojson,geojson,2026-03-03
roads-lines,Roads Lines,SanGIS,GIS;Transportation,Roads lines attribute table,https://seshat.datasd.org/gis_roads_all/roads_datasd.csv,csv,2026-03-03
roads-lines,Roads Lines,SanGIS,GIS;Transportation,Roads lines dictionary,https://seshat.datasd.org/gis_roads_all/roads_lines_dictionary_datasd.csv,csv,2026-03-03
rtax-accounts,Rental Unit Business Tax Accounts,City Treasurer,Economy & Community,Paid accounts,https://seshat.datasd.org/rtax_accounts/rtax_accounts_datasd.csv,csv,2026-03-07
rtax-accounts,Rental Unit Business Tax Accounts,City Treasurer,Economy & Community,Dictionary,https://seshat.datasd.org/rtax_accounts/rtax_accounts_datasd_dict.csv,csv,2026-03-07
san-diego-boundary,San Diego city boundary,SanGIS,GIS;City Management,San Diego boundary,https://seshat.datasd.org/gis_city_boundary/san_diego_boundary_datasd.zip,shp,2026-03-03
san-diego-boundary,San Diego city boundary,SanGIS,GIS;City Management,San Diego boundary,https://seshat.datasd.org/gis_city_boundary/san_diego_boundary_datasd.topo.json,topojson,2026-03-03
san-diego-boundary,San Diego city boundary,SanGIS,GIS;City Management,San Diego boundary,https://seshat.datasd.org/gis_city_boundary/san_diego_boundary_datasd.geojson,geojson,2026-03-03
san-diego-boundary,San Diego city boundary,SanGIS,GIS;City Management,San Diego boundary attribute table,https://seshat.datasd.org/gis_city_boundary/san_diego_boundary_datasd.csv,csv,2026-03-03
special-events,Special Events,Special Events & Filming,Culture & Recreation,Special Events List,https://seshat.datasd.org/special_events/special_events_list_datasd.csv,csv,2021-12-30
street-sweeping-schedule,Street Sweeping Schedule,Storm Water,Transportation;City Infrastructure,Street Sweeping schedule by street,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_datasd.zip,shp,2026-03-03
street-sweeping-schedule,Street Sweeping Schedule,Storm Water,Transportation;City Infrastructure,Street Sweeping schedule by street,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_datasd.pbf,pbf,2026-03-03
street-sweeping-schedule,Street Sweeping Schedule,Storm Water,Transportation;City Infrastructure,Street Sweeping schedule by street,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_datasd.topo.json,topojson,2026-03-03
street-sweeping-schedule,Street Sweeping Schedule,Storm Water,Transportation;City Infrastructure,Street Sweeping schedule by street,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_datasd.geojson,geojson,2026-03-03
street-sweeping-schedule,Street Sweeping Schedule,Storm Water,Transportation;City Infrastructure,Street Sweeping schedule by street attribute table,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_datasd.csv,csv,2026-03-03
street-sweeping-schedule,Street Sweeping Schedule,Storm Water,Transportation;City Infrastructure,Dictionary,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_dictionary_datasd.csv,csv,2026-03-03
streets-overall-condition-index,Pavement Condition Assessments,Transportation,Transportation;City Infrastructure,Pavement Condition Assessment (2023),https://seshat.datasd.org/pavement_condition_assessment/pavement_condition_assessment_2023_datasd.csv,csv,2024-02-09
streets-overall-condition-index,Pavement Condition Assessments,Transportation,Transportation;City Infrastructure,Pavement Condition Assessment (2016),https://seshat.datasd.org/pavement_condition_assessment/pavement_condition_assessment_2016_datasd.csv,csv,2024-02-09
streets-overall-condition-index,Pavement Condition Assessments,Transportation,Transportation;City Infrastructure,Pavement Condition Assessment Dictionary,https://seshat.datasd.org/pavement_condition_assessment/pavement_condition_assessment_dictionary_datasd.csv,csv,2024-02-09
streets-repair-projects,Streets Repair Projects,Transportation,Transportation;City Infrastructure,Streets Repair Projects,https://seshat.datasd.org/streets_repair_projects/sd_paving_datasd.csv,csv,2026-03-06
streets-repair-projects,Streets Repair Projects,Transportation,Transportation;City Infrastructure,Streets Repair Projects Dictionary,https://seshat.datasd.org/streets_repair_projects/sd_paving_dictionary_datasd.csv,csv,2026-03-06
streets-repair-segments,Streets Repair Line Segments,Transportation,GIS;Transportation;City Infrastructure,Street segment lines,https://seshat.datasd.org/gis_streets_repair_segs/sd_paving_segs_datasd.zip,shp,2026-03-03
streets-repair-segments,Streets Repair Line Segments,Transportation,GIS;Transportation;City Infrastructure,Street segment lines,https://seshat.datasd.org/gis_streets_repair_segs/sd_paving_segs_datasd.topo.json,topojson,2026-03-03
streets-repair-segments,Streets Repair Line Segments,Transportation,GIS;Transportation;City Infrastructure,Street segment lines,https://seshat.datasd.org/gis_streets_repair_segs/sd_paving_segs_datasd.geojson,geojson,2026-03-03
streets-repair-segments,Streets Repair Line Segments,Transportation,GIS;Transportation;City Infrastructure,Street segment attribute table,https://seshat.datasd.org/gis_streets_repair_segs/sd_paving_segs_datasd.csv,csv,2026-03-03
stro-licenses,Active licenses for Short-Term Residential Occupancy,City Treasurer,Economy & Community,Active licenses,https://seshat.datasd.org/stro_licenses/stro_licenses_datasd.csv,csv,2026-03-07
stro-licenses,Active licenses for Short-Term Residential Occupancy,City Treasurer,Economy & Community,Dictionary,https://seshat.datasd.org/stro_licenses/stro_licenses_dictionary_datasd.csv,csv,2026-03-07
stro-licenses,Active licenses for Short-Term Residential Occupancy,City Treasurer,Economy & Community,Tier definitions,https://seshat.datasd.org/stro_licenses/stro_licenses_tier_definitions_datasd.csv,csv,2026-03-07
tot-establishments,Active TOT Vacation Certificates,City Treasurer,Economy & Community,Active certificates,https://seshat.datasd.org/tot_establishments/tot_establishments_datasd.csv,csv,2026-03-07
tot-establishments,Active TOT Vacation Certificates,City Treasurer,Economy & Community,Dictionary,https://seshat.datasd.org/tot_establishments/tot_establishments_datasd_dict.csv,csv,2026-03-07
traffic-volumes,Traffic Volumes,Transportation,Transportation,Traffic Counts,https://seshat.datasd.org/traffic_adt_counts/traffic_counts_datasd.csv,csv,2023-04-01
traffic-volumes,Traffic Volumes,Transportation,Transportation,Traffic Counts Dictionary,https://seshat.datasd.org/traffic_adt_counts/traffic_counts_dictionary_datasd.csv,csv,2023-04-01
transit-routes,Transit Routes Lines,SanGIS,GIS;Transportation,Transit routes,https://seshat.datasd.org/gis_transit_routes/transit_routes_datasd.zip,shp,2026-03-03
transit-routes,Transit Routes Lines,SanGIS,GIS;Transportation,Transit routes,https://seshat.datasd.org/gis_transit_routes/transit_routes_datasd.topo.json,topojson,2026-03-03
transit-routes,Transit Routes Lines,SanGIS,GIS;Transportation,Transit routes,https://seshat.datasd.org/gis_transit_routes/transit_routes_datasd.geojson,geojson,2026-03-03
transit-routes,Transit Routes Lines,SanGIS,GIS;Transportation,Transit routes attribute table,https://seshat.datasd.org/gis_transit_routes/transit_routes_datasd.csv,csv,2026-03-03
transit-routes,Transit Routes Lines,SanGIS,GIS;Transportation,Transit routes dictionary,https://seshat.datasd.org/gis_transit_routes/transit_routes_dictionary_datasd.csv,csv,2026-03-03
transit-stops,Transit Stops Locations,SanGIS,GIS;Transportation,Transit Stops Locations,https://seshat.datasd.org/gis_transit_stops/transit_stops_datasd.zip,shp,2026-03-03
transit-stops,Transit Stops Locations,SanGIS,GIS;Transportation,Transit Stops Locations,https://seshat.datasd.org/gis_transit_stops/transit_stops_datasd.topo.json,topojson,2026-03-03
transit-stops,Transit Stops Locations,SanGIS,GIS;Transportation,Transit Stops Locations,https://seshat.datasd.org/gis_transit_stops/transit_stops_datasd.geojson,geojson,2026-03-03
transit-stops,Transit Stops Locations,SanGIS,GIS;Transportation,Transit Stops Attribute Table,https://seshat.datasd.org/gis_transit_stops/transit_stops_datasd.csv,csv,2026-03-03
zoning,Zoning,Planning,GIS;Economy & Community,Zoning,https://seshat.datasd.org/gis_zoning/zoning_datasd.zip,shp,2026-03-03
zoning,Zoning,Planning,GIS;Economy & Community,Zoning,https://seshat.datasd.org/gis_zoning/zoning_datasd.topo.json,topojson,2026-03-03
zoning,Zoning,Planning,GIS;Economy & Community,Zoning,https://seshat.datasd.org/gis_zoning/zoning_datasd.geojson,geojson,2026-03-03
zoning,Zoning,Planning,GIS;Economy & Community,Zoning attribute table,https://seshat.datasd.org/gis_zoning/zoning_datasd.csv,csv,2026-03-03
zoning,Zoning,Planning,GIS;Economy & Community,Zoning dictionary,https://seshat.datasd.org/gis_zoning/zoning_dictionary_datasd.csv,csv,2026-03-03
