dataset_name,title,department,categories,resource_name,resource_url,resource_format,date_modified
monitoring-ocean-rtoms-water-quality,RTOMS Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,Data dictionary,https://seshat.datasd.org/monitoring_ocean_rtoms/rtoms_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-quality,RTOMS Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,Parameter dictionary,https://seshat.datasd.org/monitoring_ocean_rtoms/rtoms_parameter_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-quality,RTOMS Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,Qualifier dictionary,https://seshat.datasd.org/monitoring_ocean_rtoms/rtoms_qualifier_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,Point Loma Ocean Outfall (PLOO) 2023 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2023_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,South Bay Ocean Outfall (SBOO) 2023 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2023_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,PLOO 2022 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2022_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,SBOO 2022 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2022_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,PLOO 2021 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2021_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,SBOO 2021 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2021_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,PLOO 2020 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2020_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,SBOO 2020 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2020_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,Data dictionary,https://seshat.datasd.org/monitoring_ocean_rtoms/rtoms_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,Parameter dictionary,https://seshat.datasd.org/monitoring_ocean_rtoms/rtoms_parameter_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-rtoms-water-temperature,RTOMS Water Temperature - Ocean Monitoring Program,Public Utilities,Energy & Environment,Qualifier dictionary,https://seshat.datasd.org/monitoring_ocean_rtoms/rtoms_qualifier_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-sediment-quality,Sediment Quality  - Ocean Monitoring Program,Public Utilities,Energy & Environment,Sediment Quality Sample Results,https://seshat.datasd.org/monitoring_ocean_sediment/sediment_quality_datasd.csv,csv,2022-11-15
monitoring-ocean-sediment-quality,Sediment Quality  - Ocean Monitoring Program,Public Utilities,Energy & Environment,Sediment Quality Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_sediment/reference_stations_sediment_quality.csv,csv,2022-11-15
monitoring-ocean-sediment-quality,Sediment Quality  - Ocean Monitoring Program,Public Utilities,Energy & Environment,Sediment Quality Data Dictionary,https://seshat.datasd.org/monitoring_ocean_sediment/sediment_quality_dictionary_datasd.csv,csv,2022-11-15
monitoring-ocean-trawl-fish,Demersal Fishes (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Fish Trawl Sample Results, class sizes",https://seshat.datasd.org/monitoring_ocean_trawl_fish/trawl_fish_datasd.csv,csv,2024-08-21
monitoring-ocean-trawl-fish,Demersal Fishes (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Fish Trawl Sample Results, mean class sizes",https://seshat.datasd.org/monitoring_ocean_trawl_fish/trawl_fish_summary_datasd.csv,csv,2024-08-21
monitoring-ocean-trawl-fish,Demersal Fishes (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,Fish Trawl Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_trawl_fish/reference_stations_fish_trawl.csv,csv,2024-08-21
monitoring-ocean-trawl-fish,Demersal Fishes (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Dictionary, class size",https://seshat.datasd.org/monitoring_ocean_trawl_fish/trawl_fish_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-trawl-fish,Demersal Fishes (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Dictionary, mean class size",https://seshat.datasd.org/monitoring_ocean_trawl_fish/trawl_fish_summary_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-trawl-invertebrates,Megabenthic Invertebrates (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,Invertebrate Trawl Sample Results,https://seshat.datasd.org/monitoring_ocean_trawl_invertebrates/trawl_invertebrates_datasd.csv,csv,2024-08-21
monitoring-ocean-trawl-invertebrates,Megabenthic Invertebrates (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,Invertebrate Trawl Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_trawl_invertebrates/reference_stations_invertebrate_trawls.csv,csv,2024-08-21
monitoring-ocean-trawl-invertebrates,Megabenthic Invertebrates (trawl caught) - Ocean Monitoring Program,Public Utilities,Energy & Environment,Dictionary,https://seshat.datasd.org/monitoring_ocean_trawl_invertebrates/trawl_invertebrates_dictionary_datasd.csv,csv,2024-08-21
monitoring-ocean-water-quality,Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Parameter Results, 2020 - 2029",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_2020_2029_datasd.csv,csv,2024-08-21
monitoring-ocean-water-quality,Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Parameter Results, 2011 - 2019",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_2011_2019_datasd.csv,csv,2024-08-21
monitoring-ocean-water-quality,Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Parameter Results, 2000 - 2010",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_2000_2010_datasd.csv,csv,2024-08-21
monitoring-ocean-water-quality,Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,"Parameter Results, 1990 - 1999",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_1990_1999_datasd.csv,csv,2024-08-21
monitoring-ocean-water-quality,Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,Parameter Testing Station Locations,https://seshat.datasd.org/monitoring_ocean_water_quality/reference_stations_water_quality.csv,csv,2024-08-21
monitoring-ocean-water-quality,Water Quality - Ocean Monitoring Program,Public Utilities,Energy & Environment,Dictionary,https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_dictionary_datasd.csv,csv,2024-08-21
monitoring-of-indicator-bacteria-in-drinking-water,Monitoring of Indicator Bacteria in Drinking Water,Public Utilities,Energy & Environment;City Infrastructure,Latest Drinking Water Tests (Bacteria),https://seshat.datasd.org/monitoring_indicator_bacteria/latest_indicator_bac_tests_datasd.csv,csv,2026-03-07
monitoring-of-indicator-bacteria-in-drinking-water,Monitoring of Indicator Bacteria in Drinking Water,Public Utilities,Energy & Environment;City Infrastructure,All Drinking Water Tests (Bacteria),https://seshat.datasd.org/monitoring_indicator_bacteria/indicator_bacteria_tests_datasd.csv,csv,2026-03-07
monitoring-of-indicator-bacteria-in-drinking-water,Monitoring of Indicator Bacteria in Drinking Water,Public Utilities,Energy & Environment;City Infrastructure,Drinking Water Tests (Bacteria) Dictionary,https://seshat.datasd.org/monitoring_indicator_bacteria/indicator_bacteria_tests_dictionary_datasd.csv,csv,2026-03-07
monitoring-of-select-chemical-parameters-in-drinking-water,Monitoring of Select Chemical Parameters in Water Distribution System,Public Utilities,Energy & Environment;City Infrastructure,Drinking Water Tests (Chemical),https://seshat.datasd.org/monitoring_chem_params/analyte_tests_drinking_water_datasd.csv,csv,2026-03-07
monitoring-of-select-chemical-parameters-in-drinking-water,Monitoring of Select Chemical Parameters in Water Distribution System,Public Utilities,Energy & Environment;City Infrastructure,Dictionary,https://seshat.datasd.org/monitoring_chem_params/analyte_tests_dictionary_datasd.csv,csv,2026-03-07
operating-actuals,Operating Actuals,Department of Finance,City Management,Operating Actuals,https://seshat.datasd.org/operating_actuals/actuals_operating_datasd.csv,csv,2025-07-25
operating-actuals,Operating Actuals,Department of Finance,City Management,Operating actuals dictionary,https://seshat.datasd.org/operating_actuals/operating_actuals_dictionary_datasd.csv,csv,2025-07-25
operating-budget,Operating budgets,Department of Finance,City Management,Operating Budget,https://seshat.datasd.org/operating_budget/budget_operating_datasd.csv,csv,2025-07-25
operating-budget,Operating budgets,Department of Finance,City Management,Operating Budget dictionary,https://seshat.datasd.org/operating_budget/operating_budget_dictionary_datasd.csv,csv,2025-07-25
park-locations,Park Locations,Park & Recreation,GIS;Culture & Recreation;City Infrastructure,Park points,https://seshat.datasd.org/gis_park_locations/parks_datasd.zip,shp,2026-03-03
park-locations,Park Locations,Park & Recreation,GIS;Culture & Recreation;City Infrastructure,Park points,https://seshat.datasd.org/gis_park_locations/parks_datasd.topo.json,topojson,2026-03-03
park-locations,Park Locations,Park & Recreation,GIS;Culture & Recreation;City Infrastructure,Park points,https://seshat.datasd.org/gis_park_locations/parks_datasd.geojson,geojson,2026-03-03
park-locations,Park Locations,Park & Recreation,GIS;Culture & Recreation;City Infrastructure,Park points attribute table,https://seshat.datasd.org/gis_park_locations/parks_datasd.csv,csv,2026-03-03
park-locations,Park Locations,Park & Recreation,GIS;Culture & Recreation;City Infrastructure,Park points dictionary,https://seshat.datasd.org/gis_park_locations/parks_dictionary_datasd.csv,csv,2026-03-03
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2026, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2026_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2025, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2025_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2025, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2025_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2024, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2024_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2024, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2024_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2023, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2023_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2023, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2023_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2022, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2022_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2022, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2022_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2021, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2021_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2021, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2021_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2020, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2020_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2020, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2020_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2019, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2019_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2019, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2019_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2018, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2018_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2018, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2018_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2017, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2017_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2017, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2017_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2016, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2016_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2016, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2016_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2015, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2015_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2015, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2015_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2014, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2014_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2014, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2014_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2013, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2013_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2013, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2013_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2012, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2012_part2_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,"Parking Citations 2012, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2012_part1_datasd.csv,csv,2026-02-11
parking-citations,Parking Citations,City Treasurer,Transportation,Dictionary,https://seshat.datasd.org/parking_citations/parking_citations_dictionary_datasd.csv,csv,2026-02-11
parking-meters-locations,Parking Meters Locations,City Treasurer,City Infrastructure;Transportation,Parking Meter Locations - Active,https://seshat.datasd.org/parking_meters_locations/parking_meters_current.csv,csv,2026-03-07
parking-meters-locations,Parking Meters Locations,City Treasurer,City Infrastructure;Transportation,Parking Meter Locations - Historic,https://seshat.datasd.org/parking_meters_locations/treas_parking_meters_loc_datasd.csv,csv,2026-03-07
parking-meters-locations,Parking Meters Locations,City Treasurer,City Infrastructure;Transportation,Parking Meters Locations Dictionary,https://seshat.datasd.org/parking_meters_locations/meters_locations_dictionary_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2026 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2026_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2026 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2026_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2026 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2026_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2025 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2025_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2025 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2025_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2025 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2025_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2024 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2024_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2024 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2024_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2024 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2024_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2023 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2023_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2023 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2023_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2023 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2023_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2022 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2022_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2022 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2022_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2022 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2022_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2021 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2021_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2021 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2021_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2021 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2021_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2020 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2020_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2020 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2020_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2020 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2020_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2019 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2019_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2019 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2019_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2019 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2019_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2018 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2018_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2018 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2018_pole_by_mo_day_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking meters transactions - 2018 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2018_pole_by_month_datasd.csv,csv,2026-03-07
parking-meters-transactions,Parking Meters Transactions,City Treasurer,City Infrastructure;Transportation,Parking Meter Transactions Data Dictionary,https://seshat.datasd.org/parking_meters_transactions/meters_transactions_dictionary_datasd.csv,csv,2026-03-07
pd-divisions,Police divisions,Police,GIS;Public Safety,Police divisions,https://seshat.datasd.org/gis_police_divisions/pd_divisions_datasd.zip,shp,2026-03-03
pd-divisions,Police divisions,Police,GIS;Public Safety,Police divisions,https://seshat.datasd.org/gis_police_divisions/pd_divisions_datasd.topo.json,topojson,2026-03-03
pd-divisions,Police divisions,Police,GIS;Public Safety,Police divisions,https://seshat.datasd.org/gis_police_divisions/pd_divisions_datasd.geojson,geojson,2026-03-03
pd-divisions,Police divisions,Police,GIS;Public Safety,Police divisions attribute table,https://seshat.datasd.org/gis_police_divisions/pd_divisions_datasd.csv,csv,2026-03-03
pd-divisions,Police divisions,Police,GIS;Public Safety,Police divisions dictionary,https://seshat.datasd.org/gis_police_divisions/pd_divisions_dictionary_datasd.csv,csv,2026-03-03
pd-neighborhoods,Police neighborhoods,Police,GIS;Public Safety,Police neighborhoods,https://seshat.datasd.org/gis_police_neighborhoods/pd_neighborhoods_datasd.zip,shp,2026-03-03
pd-neighborhoods,Police neighborhoods,Police,GIS;Public Safety,Police neighborhoods,https://seshat.datasd.org/gis_police_neighborhoods/pd_neighborhoods_datasd.topo.json,topojson,2026-03-03
pd-neighborhoods,Police neighborhoods,Police,GIS;Public Safety,Police neighborhoods,https://seshat.datasd.org/gis_police_neighborhoods/pd_neighborhoods_datasd.geojson,geojson,2026-03-03
pd-neighborhoods,Police neighborhoods,Police,GIS;Public Safety,Police neighborhoods attribute table,https://seshat.datasd.org/gis_police_neighborhoods/pd_neighborhoods_datasd.csv,csv,2026-03-03
pd-neighborhoods,Police neighborhoods,Police,GIS;Public Safety,Police neighborhoods dictionary,https://seshat.datasd.org/gis_police_neighborhoods/pd_neighborhoods_dictionary_datasd.csv,csv,2026-03-03
police-beats,Police Beats,Police,GIS;Public Safety,Police beats code-to-neighborhood list,https://seshat.datasd.org/gis_police_beats/pd_beat_codes_list_datasd.csv,csv,2026-03-03
police-beats,Police Beats,Police,GIS;Public Safety,Police beats,https://seshat.datasd.org/gis_police_beats/pd_beats_datasd.zip,shp,2026-03-03
police-beats,Police Beats,Police,GIS;Public Safety,Police beats,https://seshat.datasd.org/gis_police_beats/pd_beats_datasd.topo.json,topojson,2026-03-03
police-beats,Police Beats,Police,GIS;Public Safety,Police beats,https://seshat.datasd.org/gis_police_beats/pd_beats_datasd.geojson,geojson,2026-03-03
police-beats,Police Beats,Police,GIS;Public Safety,Police beats attribute table,https://seshat.datasd.org/gis_police_beats/pd_beats_datasd.csv,csv,2026-03-03
police-beats,Police Beats,Police,GIS;Public Safety,Police beats dictionary,https://seshat.datasd.org/gis_police_beats/pd_beats_dictionary_datasd.csv,csv,2026-03-03
police-calls-call-types,Police Calls for Service Call Types,Police,Public Safety,"Call Types, current",https://seshat.datasd.org/police_calls_for_service/pd_cfs_calltypes_datasd.csv,csv,2020-05-03
police-calls-call-types,Police Calls for Service Call Types,Police,Public Safety,"Call Types, prior to October 17, 2017",https://seshat.datasd.org/police_calls_for_service/pd_cfs_calltypes_historical_datasd.csv,csv,2020-05-03
police-calls-disposition-codes,Police Calls for Service Disposition Codes,Police,Public Safety,"Disposition Codes, current",https://seshat.datasd.org/police_calls_for_service/pd_dispo_codes_datasd.csv,csv,2020-05-03
police-calls-disposition-codes,Police Calls for Service Disposition Codes,Police,Public Safety,"Disposition Codes, prior to October 17, 2017",https://seshat.datasd.org/police_calls_for_service/pd_dispo_codes_historical_datasd.csv,csv,2020-05-03
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2026,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2026_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2025,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2025_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2024,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2024_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2023,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2023_datasd.csv,csv,2025-02-27
police-calls-for-service,Police Calls for Service,Police,Public Safety,Police Calls for Service 2022,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2022_datasd.csv,csv,2025-02-27
