dataset_name,resource_name,url,header_row
financial-support-candidates-and-ballot-measures-election,Financial Transactions Reported by Election Committees (2010),https://seshat.datasd.org/election_committees_transactions/financial_support_2010_datasd.csv,"""form"",""schedule"",""schedule_description"",""recipient_id"",""recipient_name"",""date_report_period_from"",""date_report_period_to"",""contributor_code"",""contributor_last"",""contributor_first"",""address_city_contributor"",""address_state_contributor"",""address_zip_contributor"",""contributor_emp"",""contributor_occ"",""date_contribution"",""contribution_amount"",""contribution_annual"",""contribution_desc"",""contributor_id"",""intermediary_last"",""intermediary_first"",""address_city_intermediary"",""address_state_intermediary"",""address_zip_intermediary"",""intermediary_emp"",""intermediary_occ"",""filing_id"",""year_report"""
financial-support-candidates-and-ballot-measures-election,Financial Transactions Reported by Election Committees (2009),https://seshat.datasd.org/election_committees_transactions/financial_support_2009_datasd.csv,"""form"",""schedule"",""schedule_description"",""recipient_id"",""recipient_name"",""date_report_period_from"",""date_report_period_to"",""contributor_code"",""contributor_last"",""contributor_first"",""address_city_contributor"",""address_state_contributor"",""address_zip_contributor"",""contributor_emp"",""contributor_occ"",""date_contribution"",""contribution_amount"",""contribution_annual"",""contribution_desc"",""contributor_id"",""intermediary_last"",""intermediary_first"",""address_city_intermediary"",""address_state_intermediary"",""address_zip_intermediary"",""intermediary_emp"",""intermediary_occ"",""filing_id"",""year_report"""
financial-support-candidates-and-ballot-measures-election,Financial Transactions Reported by Election Committees (2008),https://seshat.datasd.org/election_committees_transactions/financial_support_2008_datasd.csv,"""form"",""schedule"",""schedule_description"",""recipient_id"",""recipient_name"",""date_report_period_from"",""date_report_period_to"",""contributor_code"",""contributor_last"",""contributor_first"",""address_city_contributor"",""address_state_contributor"",""address_zip_contributor"",""contributor_emp"",""contributor_occ"",""date_contribution"",""contribution_amount"",""contribution_annual"",""contribution_desc"",""contributor_id"",""intermediary_last"",""intermediary_first"",""address_city_intermediary"",""address_state_intermediary"",""address_zip_intermediary"",""intermediary_emp"",""intermediary_occ"",""filing_id"",""year_report"""
financial-support-candidates-and-ballot-measures-election,Financial Transactions Reported by Election Committees (2007),https://seshat.datasd.org/election_committees_transactions/financial_support_2007_datasd.csv,"""form"",""schedule"",""schedule_description"",""recipient_id"",""recipient_name"",""date_report_period_from"",""date_report_period_to"",""contributor_code"",""contributor_last"",""contributor_first"",""address_city_contributor"",""address_state_contributor"",""address_zip_contributor"",""contributor_emp"",""contributor_occ"",""date_contribution"",""contribution_amount"",""contribution_annual"",""contribution_desc"",""contributor_id"",""intermediary_last"",""intermediary_first"",""address_city_intermediary"",""address_state_intermediary"",""address_zip_intermediary"",""intermediary_emp"",""intermediary_occ"",""filing_id"",""year_report"""
fire-battalion-districts,Fire battalion districts attribute table,https://seshat.datasd.org/gis_fire_battalion_districts/fire_battalion_districts_datasd.csv,"""objectid"",""battalion"""
fire-incident-problem-agg,Fire incident problem counts 2016 through year-to-date,https://seshat.datasd.org/fire_ems_problem_counts/fd_problem_nature_agg_datasd.csv,"""agency_type"",""address_city"",""problem"",""problem_count"",""month_response"",""year_response"""
fire-incidents,Fire Incidents year-to-date,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2026_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2025,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2025_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2024,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2024_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2023,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2023_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2022,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2022_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2021,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2021_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2020,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2020_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2019,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2019_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2018,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2018_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2017,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2017_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2016,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2016_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2015,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2015_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2014,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2014_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2013,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2013_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2012,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2012_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2011,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2011_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2010,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2010_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2009,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2009_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2008,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2008_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-incidents,Fire Incidents 2007,https://seshat.datasd.org/fire_ems_incidents/fd_incidents_2007_datasd.csv,"""agency_type"",""call_category"",""address_city"",""jurisdiction"",""problem"",""date_response"",""address_state"",""address_zip"",""day_response"",""month_response"",""year_response"""
fire-stations,Fire station points attribute table,https://seshat.datasd.org/gis_fire_stations/fire_stations_datasd.csv,"""objectid"",""stat_name"",""stat_type"",""seed"",""dist_name"",""dispatch"",""phone_num"",""sta_num"",""lat"",""lng"""
general-plan-land-use,General Plan polygons attribute table,https://seshat.datasd.org/gis_general_plan_land_use/gp_land_use_datasd.csv,"""objectid"",""plan_name"",""dens_low"",""dens_high"",""dens_bonus"",""gp_lu_desc"",""chg_type"",""chg_date"""
get-it-done-311,Open Get It Done Requests,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_open_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2026,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2026_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2025,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2025_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2024,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2024_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2023,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2023_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2022,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2022_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2021,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2021_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2020,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2020_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""specify_the_issue"",""referred"",""iamfloc"",""floc"",""public_url"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2019,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2019_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""specify_the_issue"",""referred"",""iamfloc"",""floc"",""public_url"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2018,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2018_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""specify_the_issue"",""referred"",""iamfloc"",""floc"",""public_url"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2017,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2017_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""specify_the_issue"",""referred"",""iamfloc"",""floc"",""public_url"",""public_description"""
get-it-done-311,Get It Done Requests closed in 2016,https://seshat.datasd.org/get_it_done_reports/get_it_done_requests_closed_2016_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""specify_the_issue"",""referred"",""iamfloc"",""floc"",""public_url"",""public_description"""
gid-72-hour-violation,72-hour Parking Violation Notifications,https://seshat.datasd.org/get_it_done_parking_violations/get_it_done_72_hour_violation_requests_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
gid-graffiti,Graffiti Removal Requests,https://seshat.datasd.org/get_it_done_graffiti/get_it_done_graffiti_requests_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
gid-illegal-dumping,Illegal Dumping Notifications,https://seshat.datasd.org/get_it_done_illegal_dumping/get_it_done_illegal_dumping_requests_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""specify_the_issue"",""referred"",""iamfloc"",""floc"",""public_description"""
gid-pothole,Pothole Repair Requests,https://seshat.datasd.org/get_it_done_potholes/get_it_done_pothole_requests_datasd.csv,"""service_request_id"",""service_request_parent_id"",""sap_notification_number"",""date_requested"",""case_age_days"",""case_record_type"",""service_name"",""service_name_detail"",""date_closed"",""status"",""lat"",""lng"",""street_address"",""zipcode"",""council_district"",""comm_plan_code"",""comm_plan_name"",""park_name"",""case_origin"",""referred"",""iamfloc"",""floc"",""public_description"""
historic-districts,Historical districts attribute table,https://seshat.datasd.org/gis_historical_districts/historic_districts_datasd.csv,
joint-use,Joint use parks attribute table,https://seshat.datasd.org/gis_joint_use_parks/joint_use_datasd.csv,"""objectid"",""name"",""facility"",""sch_dist"",""ownership"",""city_acres"",""dist_acres"",""total_ac"",""start_date"",""terms_yrs"",""exp_date"",""address"",""community"",""notes"",""recy_water"",""cd"",""serv_dist"",""maint_ent"",""playground"",""tot_lot"",""baseb_50_6"",""baseb_90"",""softball"",""basketball"",""tennis"",""sand_vball"",""track_type"",""field_lght"",""comfort_st"",""concession"""
library-locations,Library points attribute table,https://seshat.datasd.org/gis_library_locations/libraries_datasd.csv,"""objectid"",""name"",""address"",""city"",""zip"",""phone"",""website"",""lat"",""lng"""
lifeguard-stations,Lifeguard station points attribute table,https://seshat.datasd.org/gis_lifeguard_stations/lifeguard_stations_datasd.csv,"""objectid"",""name"",""address"",""cross_st"",""stat_type"",""lat"",""lng"""
maintenance-assessment-districts,Maintenance assessment districts attribute table,https://seshat.datasd.org/gis_maintenance_assessment_districts/maintenance_assessment_districts_datasd.csv,"""objectid"",""management"",""name"""
mhpa-areas,MHPA attribute table,https://seshat.datasd.org/gis_mhpa_areas/mhpa_areas_datasd.csv,"""objectid"",""habpres"",""subarea"",""linestatus"",""inhabpres"",""acres"""
monitoring-analytes-plant-effluent,Effluent Water Tests (Chemical),https://seshat.datasd.org/monitoring_analytes_plant_effluent/analyte_tests_effluent_datasd.csv,"""date_sample"",""sample_source"",""sample_id"",""analyte"",""value_qualifier"",""analyte_value"",""value_units"",""source_description"""
monitoring-ocean-benthic-invertebrates,Benthic Invertebrate Sample Results,https://seshat.datasd.org/monitoring_ocean_benthic_invertebrates/benthic_invertebrates_datasd.csv,"""sample"",""station"",""date_sample"",""taxa_name"",""abundance"",""project"",""depth_m"""
monitoring-ocean-benthic-invertebrates,Benthic Invertebrate Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_benthic_invertebrates/reference_stations_benthic.csv,"""station"",""lat"",""long"""
monitoring-ocean-fish-tissue,Contaminants in Fish Tissue,https://seshat.datasd.org/monitoring_ocean_fish_tissue/fish_tissue_datasd.csv,"project,date_sample,sample,station,zone,depth_m,rep,matrix,species,param_class,parameter,mdl,qualifier,value,units"
monitoring-ocean-fish-tissue,Fish Tissue Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_fish_tissue/reference_stations_fish_tissue.csv,"station,latitude,longitude,depth_m"
monitoring-ocean-rotv,ROTV Sample Results,https://seshat.datasd.org/monitoring_ocean_rotv/rotv_datasd.csv,"sample_date,depth_rotv,time,depth_bottom,station,station_dist,depth_contour,parameter,value,qartod_flag"
monitoring-ocean-rotv,ROTV Parameter Definitions,https://seshat.datasd.org/monitoring_ocean_rotv/rotv_parameter_definitions_datasd.csv,"﻿Parameter,Description,Units"
monitoring-ocean-rtoms-ocean-chemistry,Point Loma Ocean Outfall (PLOO) 2023 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/PLOO_ocean_chemistry_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,South Bay Ocean Outfall (SBOO) 2023 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/SBOO_ocean_chemistry_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,PLOO 2022 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/PLOO_ocean_chemistry_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,SBOO 2022 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/SBOO_ocean_chemistry_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,PLOO 2021 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/PLOO_ocean_chemistry_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,SBOO 2021 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/SBOO_ocean_chemistry_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,PLOO 2020 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/PLOO_ocean_chemistry_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-ocean-chemistry,SBOO 2020 RTOMS ocean chemistry measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_ocean_chemistry/SBOO_ocean_chemistry_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,Point Loma Ocean Outfall (PLOO) 2023 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/PLOO_salinity_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,South Bay Ocean Outfall (SBOO) 2023 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/SBOO_salinity_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,PLOO 2022 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/PLOO_salinity_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,SBOO 2022 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/SBOO_salinity_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,PLOO 2021 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/PLOO_salinity_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,SBOO 2021 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/SBOO_salinity_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,PLOO 2020 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/PLOO_salinity_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-salinity,SBOO 2020 RTOMS salinity measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_salinity/SBOO_salinity_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,Point Loma Ocean Outfall (PLOO) 2023 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/PLOO_water_quality_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,South Bay Ocean Outfall (SBOO) 2023 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/SBOO_water_quality_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,PLOO 2022 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/PLOO_water_quality_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,SBOO 2022 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/SBOO_water_quality_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,PLOO 2021 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/PLOO_water_quality_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,SBOO 2021 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/SBOO_water_quality_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,PLOO 2020 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/PLOO_water_quality_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-quality,SBOO 2020 RTOMS water quality measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_quality/SBOO_water_quality_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,Point Loma Ocean Outfall (PLOO) 2023 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,South Bay Ocean Outfall (SBOO) 2023 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2023_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,PLOO 2022 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,SBOO 2022 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2022_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,PLOO 2021 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
