dataset_name,resource_name,url,header_row
monitoring-ocean-rtoms-water-temperature,SBOO 2021 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2021_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,PLOO 2020 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/PLOO_water_temperature_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-rtoms-water-temperature,SBOO 2020 RTOMS water temperature measurements,https://seshat.datasd.org/monitoring_ocean_rtoms_water_temperature/SBOO_water_temperature_2020_datasd.csv,"project,Deployment#,unixtime_1000_gmt,datetime_pst,depth_m,parameter,units,value,qualifier_flag"
monitoring-ocean-sediment-quality,Sediment Quality Sample Results,https://seshat.datasd.org/monitoring_ocean_sediment/sediment_quality_datasd.csv,"""Project"",""SampleDate"",""Station"",""SampleID"",""Analysis"",""Analyte"",""MDL"",""Qualifier"",""Units"",""Value"""
monitoring-ocean-sediment-quality,Sediment Quality Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_sediment/reference_stations_sediment_quality.csv,"""station"",""lat"",""long"""
monitoring-ocean-trawl-fish,"Fish Trawl Sample Results, class sizes",https://seshat.datasd.org/monitoring_ocean_trawl_fish/trawl_fish_datasd.csv,"""sample"",""station"",""date_sample"",""depth_m"",""species_name"",""size_class_cm"",""abundance"",""project"""
monitoring-ocean-trawl-fish,"Fish Trawl Sample Results, mean class sizes",https://seshat.datasd.org/monitoring_ocean_trawl_fish/trawl_fish_summary_datasd.csv,"""sample"",""station"",""date_sample"",""depth_m"",""species_name"",""project"",""mean_size_class_cm"",""abundance"",""biomass_kg"""
monitoring-ocean-trawl-fish,Fish Trawl Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_trawl_fish/reference_stations_fish_trawl.csv,"""station"",""lat"",""long"""
monitoring-ocean-trawl-invertebrates,Invertebrate Trawl Sample Results,https://seshat.datasd.org/monitoring_ocean_trawl_invertebrates/trawl_invertebrates_datasd.csv,"""sample"",""station"",""date_sample"",""depth_m"",""species_name"",""abundance"",""biomass_kg"",""project"""
monitoring-ocean-trawl-invertebrates,Invertebrate Trawl Sampling Station Locations,https://seshat.datasd.org/monitoring_ocean_trawl_invertebrates/reference_stations_invertebrate_trawls.csv,"""station"",""lat"",""long"""
monitoring-ocean-water-quality,"Parameter Results, 2020 - 2029",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_2020_2029_datasd.csv,"""sample"",""station"",""depth_m"",""date_sample"",""time"",""project"",""parameter"",""qualifier"",""value"",""units"""
monitoring-ocean-water-quality,"Parameter Results, 2011 - 2019",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_2011_2019_datasd.csv,"""sample"",""station"",""depth_m"",""date_sample"",""time"",""project"",""parameter"",""qualifier"",""value"",""units"""
monitoring-ocean-water-quality,"Parameter Results, 2000 - 2010",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_2000_2010_datasd.csv,"""sample"",""station"",""depth_m"",""date_sample"",""time"",""project"",""parameter"",""qualifier"",""value"",""units"""
monitoring-ocean-water-quality,"Parameter Results, 1990 - 1999",https://seshat.datasd.org/monitoring_ocean_water_quality/water_quality_1990_1999_datasd.csv,"""sample"",""station"",""depth_m"",""date_sample"",""time"",""project"",""parameter"",""qualifier"",""value"",""units"""
monitoring-ocean-water-quality,Parameter Testing Station Locations,https://seshat.datasd.org/monitoring_ocean_water_quality/reference_stations_water_quality.csv,"""station"",""lat"",""long"""
monitoring-of-indicator-bacteria-in-drinking-water,Latest Drinking Water Tests (Bacteria),https://seshat.datasd.org/monitoring_indicator_bacteria/latest_indicator_bac_tests_datasd.csv,"FR_NUM,date_sampled,source,sample_id,t_coliform,cl2_total,e_coli,temperature,ph"
monitoring-of-indicator-bacteria-in-drinking-water,All Drinking Water Tests (Bacteria),https://seshat.datasd.org/monitoring_indicator_bacteria/indicator_bacteria_tests_datasd.csv,"FR_NUM,date_sampled,source,sample_id,t_coliform,cl2_total,e_coli,temperature,ph"
monitoring-of-select-chemical-parameters-in-drinking-water,Drinking Water Tests (Chemical),https://seshat.datasd.org/monitoring_chem_params/analyte_tests_drinking_water_datasd.csv,"""date_sample"",""sample_source"",""sample_id"",""analyte"",""value_qualifier"",""analyte_value"",""value_units"",""source_description"""
operating-actuals,Operating Actuals,https://seshat.datasd.org/operating_actuals/actuals_operating_datasd.csv,"""amount"",""report_fy"",""fund_type"",""fund_number"",""dept_name"",""funds_center_number"",""account"",""account_number"""
operating-budget,Operating Budget,https://seshat.datasd.org/operating_budget/budget_operating_datasd.csv,"""amount"",""report_fy"",""budget_cycle"",""fund_type"",""fund_number"",""dept_name"",""funds_center_number"",""account"",""account_number"""
park-locations,Park points attribute table,https://seshat.datasd.org/gis_park_locations/parks_datasd.csv,"""objectid"",""name"",""alias"",""gis_acres"",""park_type"",""location"",""owner"",""source_id"",""source"",""source_dt"",""src_notes"""
parking-citations,"Parking Citations 2026, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2026_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2025, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2025_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2025, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2025_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2024, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2024_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2024, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2024_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2023, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2023_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2023, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2023_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2022, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2022_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2022, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2022_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2021, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2021_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2021, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2021_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2020, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2020_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2020, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2020_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2019, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2019_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2019, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2019_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2018, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2018_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2018, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2018_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2017, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2017_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2017, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2017_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2016, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2016_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2016, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2016_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2015, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2015_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2015, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2015_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2014, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2014_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2014, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2014_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2013, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2013_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2013, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2013_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2012, July-Dec",https://seshat.datasd.org/parking_citations/parking_citations_2012_part2_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-citations,"Parking Citations 2012, Jan-June",https://seshat.datasd.org/parking_citations/parking_citations_2012_part1_datasd.csv,"""citation_id"",""date_issue"",""date_creation"",""location"",""sector1"",""vio_code"",""vio_desc"",""vio_fine"""
parking-meters-locations,Parking Meter Locations - Active,https://seshat.datasd.org/parking_meters_locations/parking_meters_current.csv,"""zone"",""area"",""sub-area"",""pole"",""latitude"",""longitude"",""configid"",""configname"",""time_start"",""time_end"",""time_limit"",""days_in_operation"",""price"",""mobile_pay"",""multi_space"",""restrictions"""
parking-meters-locations,Parking Meter Locations - Historic,https://seshat.datasd.org/parking_meters_locations/treas_parking_meters_loc_datasd.csv,"""zone"",""area"",""sub_area"",""pole"",""config_id"",""config_name"",""start_date"",""end_date"""
parking-meters-transactions,Parking meters transactions - 2026 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2026_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2026 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2026_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2026 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2026_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2025 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2025_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2025 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2025_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2025 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2025_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2024 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2024_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2024 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2024_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2024 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2024_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2023 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2023_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2023 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2023_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2023 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2023_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2022 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2022_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2022 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2022_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2022 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2022_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2021 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2021_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2021 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2021_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2021 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2021_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2020 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2020_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2020 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2020_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2020 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2020_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2019 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2019_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2019 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2019_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2019 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2019_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2018 (raw),https://seshat.datasd.org/parking_meters_transactions/treas_parking_payments_2018_datasd.csv,"""pole_id"",""meter_type"",""date_trans_start"",""date_meter_expire"",""trans_amt"",""pay_method"""
parking-meters-transactions,Parking meters transactions - 2018 (aggregated by day),https://seshat.datasd.org/parking_meters_transactions_daily/treas_meters_2018_pole_by_mo_day_datasd.csv,"""pole_id"",""month"",""day"",""sum_trans_amt"",""num_trans"""
parking-meters-transactions,Parking meters transactions - 2018 (aggregated by month),https://seshat.datasd.org/parking_meters_transactions_monthly/treas_meters_2018_pole_by_month_datasd.csv,"""pole_id"",""month"",""sum_trans_amt"",""num_trans"""
pd-divisions,Police divisions attribute table,https://seshat.datasd.org/gis_police_divisions/pd_divisions_datasd.csv,"""objectid"",""div_num"",""div_name"""
pd-neighborhoods,Police neighborhoods attribute table,https://seshat.datasd.org/gis_police_neighborhoods/pd_neighborhoods_datasd.csv,"""objectid"",""name"""
police-beats,Police beats code-to-neighborhood list,https://seshat.datasd.org/gis_police_beats/pd_beat_codes_list_datasd.csv,"﻿beat,neighborhood"
police-beats,Police beats attribute table,https://seshat.datasd.org/gis_police_beats/pd_beats_datasd.csv,"""objectid"",""beat"",""div"",""serv"",""name"""
police-calls-call-types,"Call Types, current",https://seshat.datasd.org/police_calls_for_service/pd_cfs_calltypes_datasd.csv,"﻿call_type,description,,,"
police-calls-call-types,"Call Types, prior to October 17, 2017",https://seshat.datasd.org/police_calls_for_service/pd_cfs_calltypes_historical_datasd.csv,"call_type,description"
police-calls-disposition-codes,"Disposition Codes, current",https://seshat.datasd.org/police_calls_for_service/pd_dispo_codes_datasd.csv,"﻿dispo_code,description"
police-calls-disposition-codes,"Disposition Codes, prior to October 17, 2017",https://seshat.datasd.org/police_calls_for_service/pd_dispo_codes_historical_datasd.csv,"dispo_code,description"
police-calls-for-service,Police Calls for Service 2026,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2026_datasd.csv,"""INCIDENT_NUM"",""DATE_TIME"",""DAY_OF_WEEK"",""ADDRESS_NUMBER_PRIMARY"",""ADDRESS_DIR_PRIMARY"",""ADDRESS_ROAD_PRIMARY"",""ADDRESS_SFX_PRIMARY"",""ADDRESS_DIR_INTERSECTING"",""ADDRESS_ROAD_INTERSECTING"",""ADDRESS_SFX_INTERSECTING"",""CALL_TYPE"",""DISPOSITION"",""BEAT"",""PRIORITY"""
police-calls-for-service,Police Calls for Service 2025,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2025_datasd.csv,"""INCIDENT_NUM"",""DATE_TIME"",""DAY_OF_WEEK"",""ADDRESS_NUMBER_PRIMARY"",""ADDRESS_DIR_PRIMARY"",""ADDRESS_ROAD_PRIMARY"",""ADDRESS_SFX_PRIMARY"",""ADDRESS_DIR_INTERSECTING"",""ADDRESS_ROAD_INTERSECTING"",""ADDRESS_SFX_INTERSECTING"",""CALL_TYPE"",""DISPOSITION"",""BEAT"",""PRIORITY"""
police-calls-for-service,Police Calls for Service 2024,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2024_datasd.csv,"""INCIDENT_NUM"",""DATE_TIME"",""DAY_OF_WEEK"",""ADDRESS_NUMBER_PRIMARY"",""ADDRESS_DIR_PRIMARY"",""ADDRESS_ROAD_PRIMARY"",""ADDRESS_SFX_PRIMARY"",""ADDRESS_DIR_INTERSECTING"",""ADDRESS_ROAD_INTERSECTING"",""ADDRESS_SFX_INTERSECTING"",""CALL_TYPE"",""DISPOSITION"",""BEAT"",""PRIORITY"""
police-calls-for-service,Police Calls for Service 2023,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2023_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2022,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2022_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2021,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2021_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2020,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2020_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2019,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2019_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2018,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2018_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2017,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2017_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2016,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2016_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-calls-for-service,Police Calls for Service 2015,https://seshat.datasd.org/police_calls_for_service/pd_calls_for_service_2015_datasd.csv,"""incident_num"",""date_time"",""day_of_week"",""address_number_primary"",""address_dir_primary"",""address_road_primary"",""address_sfx_primary"",""address_dir_intersecting"",""address_road_intersecting"",""address_sfx_intersecting"",""call_type"",""disposition"",""beat"",""priority"""
police-collisions-details,Traffic collisions details (2015 through year-to-date),https://seshat.datasd.org/traffic_collision_details/pd_collisions_details_datasd.csv,"""report_id"",""date_time"",""person_role"",""person_injury_lvl"",""person_veh_type"",""veh_type"",""veh_make"",""veh_model"",""police_beat"",""address_no_primary"",""address_pd_primary"",""address_road_primary"",""address_sfx_primary"",""address_pd_intersecting"",""address_name_intersecting"",""address_sfx_intersecting"",""violation_section"",""violation_type"",""charge_desc"",""injured"",""killed"",""hit_run_lvl"""
police-collisions,Traffic collisions (2015 through year-to-date),https://seshat.datasd.org/traffic_collisions/pd_collisions_datasd.csv,"""report_id"",""date_time"",""police_beat"",""address_no_primary"",""address_pd_primary"",""address_road_primary"",""address_sfx_primary"",""address_pd_intersecting"",""address_name_intersecting"",""address_sfx_intersecting"",""violation_section"",""violation_type"",""charge_desc"",""injured"",""killed"",""hit_run_lvl"""
police-hate-crimes,Hate crimes 2016 through year-to-date,https://seshat.datasd.org/hate_crimes/hate_crimes_datasd.csv,"""case_number"",""date"",""year"",""month"",""time"",""date_time"",""crime_code"",""crime"",""block"",""street"",""type"",""beat"",""command"",""weapon"",""motivation"",""number_of_suspects"",""suspect"",""victim_count"",""victim_other"",""injury"",""suspect_race_0"",""suspect_race_1"",""suspect_race_2"",""suspect_race_3"",""suspect_sex_0"",""suspect_sex_1"",""suspect_sex_2"",""suspect_sex_3"",""victim_race_0"",""victim_race_1"",""victim_race_2"",""victim_race_3"",""victim_sex_0"",""victim_sex_1"",""victim_sex_2"",""victim_sex_3"""
police-nibrs,Police NIBRS Crime Offenses - 2026,https://seshat.datasd.org/police_nibrs/pd_nibrs_2026_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
police-nibrs,Police NIBRS Crime Offenses - 2025,https://seshat.datasd.org/police_nibrs/pd_nibrs_2025_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
